Std,ID,Material,Heat treatment,Su,Sy,A5,Bhn,E,G,mu,Ro,pH,Desc,HV
ANSI,B254908C64FD4FEC8043D0EC958A5787,Tin Bronze C90200,,262,110,30,,120000,45000,0.31,8800,,,
ANSI,3F835BA072C846D8909CCB0913244F68,Tin Bronze C90300,,310,145,30,,120000,45000,0.31,8800,,,
ANSI,D853C626418E4F92AC4CA6DD96300058,Tin Bronze C90500,,310,152,25,,120000,45000,0.31,8800,,,
ANSI,168BB968EE264903AF3F5CF520FC04B7,Tin Bronze C90700,,303,152,20,,120000,45000,0.31,8800,,,
ANSI,FDA4A4CF34C3484089B5C890AE92A129,Tin Bronze C90900,,276,138,15,,120000,45000,0.31,8800,,,
ANSI,C19D25CCB1694F929A72BF66861D3185,Tin Bronze C91000,,221,172,2,,120000,45000,0.31,8800,,,
ANSI,ADF81B163E9E47BBB5FBFC742B0DD5DA,Tin Bronze C91100,,241,172,2,,120000,45000,0.31,8800,,,
ANSI,34F910C00BDB47C7BE63F86065FCE685,Tin Bronze C91300,,241,207,0.5,,120000,45000,0.31,8800,,,
ANSI,653438ABB233404C846F4A75BB658CDA,Tin Bronze C91600,,303,152,16,,120000,45000,0.31,8800,,,
ANSI,44C1B61500B7478FAFA99E1F94505A59,Tin Bronze C91700,,303,152,16,,120000,45000,0.31,8800,,,
ANSI,B6DC3EA524CE4DF890E15A703E481415,Leaded Tin Bronze C92200,,276,138,30,,120000,45000,0.31,8800,,,
ANSI,5922217CDFA04199B1611AF54C155E32,Leaded Tin Bronze C92300,,276,138,25,,120000,45000,0.31,8800,,,
ANSI,E8DC0675A7AE4CF1AF0F7A407140E88D,Leaded Tin Bronze C92500,,303,138,20,,120000,45000,0.31,8800,,,
ANSI,C90F115B8C8049999FF4D66D1E627DB0,Leaded Tin Bronze C92600,,303,138,30,,120000,45000,0.31,8800,,,
ANSI,F28DCCD7B2454F398F9D5233A3D5E232,Leaded Tin Bronze C92700,,290,145,20,,120000,45000,0.31,8800,,,
ANSI,291AACC414564C1B95431B7BCEA28BCD,Leaded Tin Bronze C92800,,276,207,1,,120000,45000,0.31,8800,,,
ANSI,C54141AC30F74D0081501D67CFEEB99B,Leaded Tin Bronze C92900,,324,179,20,,120000,45000,0.31,8800,,,
ANSI,BC5A694EF6BE4BCFB6F8C13646C96D50,High Leaded Tin Bronze C93200,,241,124,20,,120000,45000,0.31,8800,,,
ANSI,E790E6AB328B41C596708723469882CD,High Leaded Tin Bronze C93400,,221,110,20,,120000,45000,0.31,8800,,,
ANSI,EBFFE24015C94EADBCDE92E27DC178C6,High Leaded Tin Bronze C93500,,221,110,20,,120000,45000,0.31,8800,,,
ANSI,8240CB5CC4CF4AB8A062B5AD55531810,High Leaded Tin Bronze C93700,,241,124,20,,120000,45000,0.31,8800,,,
ANSI,34B98918283F448F81AF9D34973B4999,High Leaded Tin Bronze C93800,,207,110,18,,120000,45000,0.31,8800,,,
ANSI,716F36482DE6420A8BAF4267CDD3A18D,High Leaded Tin Bronze C93900,,221,152,7,,120000,45000,0.31,8800,,,
ANSI,F0F15E0A8B114DCEB171FEB7376EC6BE,High Leaded Tin Bronze C94300,,186,90,15,,120000,45000,0.31,8800,,,
ANSI,05627635D32842E2A786C8108410CFC6,High Leaded Tin Bronze C94400,,221,110,18,,120000,45000,0.31,8800,,,
ANSI,439B189A5C5C4E01B127DFC674D23059,High Leaded Tin Bronze C94500,,172,83,12,,120000,45000,0.31,8800,,,
ANSI,6BB2AE9CD6FA40E4A0E8044C9351F761,Nickel-Tin Bronze C94700,,345,159,35,,120000,45000,0.31,8800,,,
ANSI,9D9A67ECF3374DD687CF35CF019DDD43,Nickel-Tin Bronze C94800,,310,159,35,,120000,45000,0.31,8800,,,
ANSI,1C140125E5C549199970D39D5DDD3F7E,Aluminum Bronze C95200,,552,186,35,,120000,45000,0.32,8800,,,
ANSI,E8AFEF8067534C838F4E98D1B82B89CA,Aluminum Bronze C95300,,517,186,25,,120000,45000,0.32,8800,,,
ANSI,E5546C9A520043CBA3FCC30711919129,Aluminum Bronze C95400,,586,241,18,,120000,45000,0.32,8800,,,
ANSI,B565BE7A443340169C74BBBF4658AA0A,Aluminum Bronze C95500,,689,303,12,,120000,45000,0.32,8800,,,
ANSI,66BBEB82DD3A4103BB8E1CC8C993E643,Aluminum Bronze C95600,,517,234,18,,120000,45000,0.32,8800,,,
ANSI,73276228ABF345D98BEC32D08820704E,Aluminum Bronze C95700,,655,310,26,,120000,45000,0.32,8800,,,
ANSI,A8376D14D9934FAE864A885300C4540E,Aluminum Bronze C95800,,655,262,25,,120000,45000,0.32,8800,,,
ANSI,987E68DD26F641D1B216E0B46B3A26F1,Copper-Nickel C96200,,310,172,20,,100000,37000,0.34,8500,,,
ANSI,9C2FF8FE2C124FE7B1E12F6F574F53C5,Copper-Nickel C96300,,517,379,10,,100000,37000,0.34,8500,,,
ANSI,4355834A3E9D473A83F58029DAE26274,Copper-Nickel C96400,,469,255,28,,100000,37000,0.34,8500,,,
ANSI,420B7197C68B4B92951A2BA9DE0637F6,Copper-Nickel C96600,,758,483,7,,100000,37000,0.34,8500,,,
ANSI,D24E0619F681498A913BE1B0160F75CF,Nickel Silver C97300,,241,117,20,,100000,37000,0.34,8500,,,
ANSI,7A4078EC8928471FBD876FC0E8426A4B,Nickel Silver C97400,,262,117,20,,100000,37000,0.34,8500,,,
ANSI,143657E1185C4AC99BA5A79C48EC459D,Nickel Silver C97600,,310,165,20,,100000,37000,0.34,8500,,,
ANSI,A161E15E3741491D88ADB1A0ED84A96E,Nickel Silver C97800,,379,207,15,,100000,37000,0.34,8500,,,
ANSI,91625CF659564EABA1F6FDD65C55AD06,Special Alloy C99300,,655,379,2,,100000,37000,0.34,8500,,,
ANSI,14B3583D3BC44CEBB4D6B57344D6EBE6,Special Alloy C99400,,455,234,25,,100000,37000,0.34,8500,,,
ANSI,FF03C11DCB5042278E421E37C2FA97BE,Special Alloy C99500,,483,276,12,,100000,37000,0.34,8500,,,
ANSI,BAB9AA2219D04A829C3F82AE71DF3E04,Special Alloy C99700,,379,172,25,,100000,37000,0.34,8500,,,
ANSI,88279DA54CA34E9C9506121FFA495E4D,Special Alloy C99750,,448,221,30,,100000,37000,0.34,8500,,,
ANSI,06F4EFE939A64FD8AD2256FDA4F3B3DF,Copper Alloy C10100,,221,69,55,,108000,40000,0.35,8930,,,
ANSI,AAA4629A8B474F07827208FFE8153C69,Copper Alloy C15000,,200,41,54,,108000,40000,0.35,8930,,,
ANSI,6E881FC61E034889B2B3CC52E5C0ABEF,Copper Alloy C15500,,276,124,40,,108000,40000,0.35,8930,,,
ANSI,B91821A1CD9F498D81C12D9229DDF8AA,Copper Alloy C15715,,359,303,27,,108000,40000,0.35,8930,,,
ANSI,67E375202A84473684CF2DAE610BDCE0,Copper Alloy C15720,,441,372,25,,108000,40000,0.35,8930,,,
ANSI,29899B14DC1146D583C49A2FBB944DBC,Copper Alloy C15760,,483,448,22,,108000,40000,0.35,8930,,,
ANSI,8312CDE800BD425CA0C6728B50EB2691,Copper Alloy C16200,,241,48,57,,108000,40000,0.35,8930,,,
ANSI,ABA48E213AE447AD801250CCFCE78813,Copper Alloy C16500,,276,97,53,,108000,40000,0.35,8930,,,
ANSI,01E640A28CDF470F9544E5D6DFDAB4FD,Copper Alloy C17000,,483,221,45,,108000,40000,0.35,8930,,,
ANSI,D383785060D8424FB39199B9E7FCCAC0,Copper Alloy C17300,,469,172,48,,108000,40000,0.35,8930,,,
ANSI,66C69B28EC3E4FA6B58701B14FAEF367,Copper Alloy C17500,,310,172,28,,108000,40000,0.35,8930,,,
ANSI,44E9D2704D564789B73E4D393F652CFD,Copper Alloy C18200,,234,97,40,,108000,40000,0.35,8930,,,
ANSI,7348C728921E478388135514793ACEE7,Copper Alloy C18900,,262,62,48,,108000,40000,0.35,8930,,,
ANSI,25D0039141B24A909409D7384E25F716,Copper Alloy C19000,,262,138,50,,108000,40000,0.35,8930,,,
ANSI,01309A47EC11439BBBC345E2ADACADEC,Copper Alloy C19100,,248,69,27,,108000,40000,0.35,8930,,,
ANSI,A6E0574CEBF04A5DA507F595533FAA8B,Copper Alloy C19200,,255,76,40,,108000,40000,0.35,8930,,,
ANSI,50C517B22B0446C3869E95AED3668A25,Copper Alloy C19400,,310,165,32,,108000,40000,0.35,8930,,,
ANSI,A704046CDCFD4380BA01F6281D0BA4A2,Copper Alloy C19500,,552,448,15,,108000,40000,0.35,8930,,,
ANSI,5EC4C301DD884ADC90001D28806DA196,Copper Alloy C21000,,234,69,45,,108000,40000,0.35,8930,,,
ANSI,231251F25A9D4FD7A39EDC87D614639C,Commercial bronze C22000,,255,69,50,,105000,40000,0.32,8800,,,
ANSI,6A26D0014A7E413EB7CE1DCC3BE4FEF1,Red brass C23000,,269,69,55,,105000,40000,0.32,8800,,,
ANSI,ED07348F13104EACB33DC29DF30B76E0,Low brass C24000,,290,83,55,,105000,40000,0.32,8800,,,
ANSI,ECFD6B4BA60149FFA5FF8C79D7715EE2,Cartridge brass C26000,,303,76,66,,105000,40000,0.32,8800,,,
ANSI,B96C2F6EEB044EA38DA1DD30F0862E4C,Yellow brass C26800,,317,97,65,,105000,40000,0.32,8800,,,
ANSI,AE2F32E30D034471B73966074E78AB99,Muntz metal C28000,,372,145,52,,105000,40000,0.32,8800,,,
ANSI,2379783731BA42F5A1C8590FFADF56E7,Leaded commercial bronze C31400,,255,83,45,,105000,40000,0.32,8800,,,
ANSI,70F7C60D28C1438D9F1F84621F175578,Low-leaded brass C33000,,324,103,60,,105000,40000,0.32,8800,,,
ANSI,E4FA2318F091409A9972B1AA1064763A,High-leaded brass C34200,,338,117,52,,105000,40000,0.32,8800,,,
ANSI,C2D164067DA748D8ADDFB23E9A1B402D,Medium-leaded brass C35000,,310,90,66,,105000,40000,0.32,8800,,,
ANSI,1C1570732C8642FA9251598E595DB4BF,Leaded Muntz metal C36500,As hot rolled,372,138,45,,105000,40000,0.32,8800,,,
ANSI,523FE598A3D449BD9943D5E0A779752E,Architectural bronze C38500,As extruded,414,138,30,,105000,40000,0.32,8800,,,
ANSI,AB6D77E7E62F4AB9AB97C6651F1FBEEF,Copper Alloy C40500,,269,83,49,,105000,40000,0.32,8800,,,
ANSI,7434A393DE784E54A8EF0BAC874176EE,Copper Alloy C40800,,290,90,43,,105000,40000,0.32,8800,,,
ANSI,4A075CF11C3C4C5C8185E166EF549B94,Copper Alloy C41100,,269,76,43,,105000,40000,0.32,8800,,,
ANSI,4541DA54473A41CD8C66170E9BB44FF0,Copper Alloy C41300,,283,83,45,,105000,40000,0.32,8800,,,
ANSI,BF30475757D84DCBA632A47C3316EBBE,Copper Alloy C41500,,317,117,44,,105000,40000,0.32,8800,,,
ANSI,10D141A9545047199449C9E75B7A46D5,Copper Alloy C42200,,296,103,46,,105000,40000,0.32,8800,,,
ANSI,76F1CA4056D2432586B668056696B027,Copper Alloy C42500,,310,124,49,,105000,40000,0.32,8800,,,
ANSI,59F0D33D89BF45E6B1A4189B8366A5FB,Copper Alloy C43000,,317,124,55,,105000,40000,0.32,8800,,,
ANSI,1685F2A660A04C3F9F06CAA16E3CA15A,Copper Alloy C43400,,310,103,49,,105000,40000,0.32,8800,,,
ANSI,6034F99B6D72422FAAE1BE805884946B,Copper Alloy C43500,,317,110,46,,105000,40000,0.32,8800,,,
ANSI,0C1A2059F9C54B4184B792FDACC373EF,Copper Alloy C44300,,331,124,65,,105000,40000,0.32,8800,,,
ANSI,D02392212A1149A2932151894D961760,Copper Alloy C46400,,379,172,50,,105000,40000,0.32,8800,,,
ANSI,9622979E589E467F9722C75940FBC236,Copper Alloy C48200,,386,172,43,,105000,40000,0.32,8800,,,
ANSI,49E22F723EA8477FB5896CE6222F9482,Copper Alloy C48500,,393,172,40,,105000,40000,0.32,8800,,,
ANSI,F72D6ECD6CFC43C1B1695D07B50DE81D,Copper Alloy C50500,,276,97,48,,105000,40000,0.32,8800,,,
ANSI,2170D77797604F41A9D0309FD8486ECF,Copper Alloy C51000,,324,131,64,,105000,40000,0.32,8800,,,
ANSI,1CDE63BB5BE44CE895E151A74A122F87,Copper Alloy C51100,,317,345,48,,105000,40000,0.32,8800,,,
ANSI,F8D8C7E9308D44A09568B4F2883693C2,Copper Alloy C52100,,379,165,70,,105000,40000,0.32,8800,,,
ANSI,75EBA115239C4D3E86D3D1DBF542925C,Copper Alloy C52400,,455,193,70,,105000,40000,0.32,8800,,,
ANSI,67CDA87894BB4E1DB63A9CF08309F3ED,Copper Alloy C54400,,303,131,50,,105000,40000,0.32,8800,,,
ANSI,07BDEB8F130D45C3B3C193E84DFA8D4E,Copper Alloy C60800,,414,186,55,,105000,40000,0.32,8800,,,
ANSI,3AFD7A2C929B434989BF73A261280045,Copper Alloy C61000,,359,117,45,,105000,40000,0.32,8800,,,
ANSI,5AE6A5EB75BE45A682E647E85C0E895F,Copper Alloy C61300,,483,207,42,,105000,40000,0.32,8800,,,
ANSI,D1B3605E03044500A1F4ECCAFC35EF14,Copper Alloy C61400,,524,228,45,,105000,40000,0.32,8800,,,
ANSI,190F58293CEA418895431AC9C2CD01D8,Copper Alloy C61500,,483,152,55,,105000,40000,0.32,8800,,,
ANSI,D8E47D214FDC425FA8643CA7517481D6,Copper Alloy C61800,,552,269,28,,105000,40000,0.32,8800,,,
ANSI,0281F74DF5284667A96A6C8C4CAA8520,Copper Alloy C61900,,634,338,30,,105000,40000,0.32,8800,,,
ANSI,95CC9FAF89D14F8DB2E405722FE024BF,Copper Alloy C62300,,517,241,35,,105000,40000,0.32,8800,,,
ANSI,B763EBACF6094717BB36F3A0FB48D263,Copper Alloy C62400,,621,276,18,,105000,40000,0.32,8800,,,
ANSI,6C73BC23E3704A5799CD258F739EE098,Copper Alloy C62500,As extruded,689,379,21,,105000,40000,0.32,8800,,,
ANSI,5B244F27FC35439F8EFFD275474DF067,Copper Alloy C63000,,621,345,20,,105000,40000,0.32,8800,,,
ANSI,5A5BA7DDD93549E883DFC6A0AF67ADF9,Copper Alloy C63200,,621,310,25,,105000,40000,0.32,8800,,,
ANSI,60C45065D8534EB7A110FCB18FC894BD,Copper Alloy C63800,,565,372,36,,105000,40000,0.32,8800,,,
ANSI,DA8CDEF6DBED4CF5BC72666158B84DD6,Copper Alloy C64200,,517,241,32,,105000,40000,0.32,8800,,,
ANSI,D13277000764457BAB78F2140BD9048B,Copper Alloy C65100,,276,103,55,,105000,40000,0.32,8800,,,
ANSI,C8965A5A03DD4721A2BFDE5C944DAFC8,Copper Alloy C65500,,386,145,63,,105000,40000,0.32,8800,,,
ANSI,4768D96BCC3D46CAB715576A4933AAFA,Copper Alloy C66700,,316,83,60,,105000,40000,0.32,8800,,,
ANSI,A21031D731FD4135BD126CFAB94AC7F6,Copper Alloy C67400,,483,234,28,,105000,40000,0.32,8800,,,
ANSI,95D7AB7D0F384388BBF3901A37758795,Copper Alloy C67500,,448,207,33,,105000,40000,0.32,8800,,,
ANSI,EE7AE57157734108A576C898FAC7D709,Copper Alloy C68700,,414,186,55,,105000,40000,0.32,8800,,,
ANSI,B9E78501C5EF4F5296E3089F0FDC4D30,Copper Alloy C68800,,565,379,36,,105000,40000,0.32,8800,,,
ANSI,34C9C38F8C544ABCB8F0BBFE1588C25E,Copper Alloy C69000,,565,359,35,,105000,40000,0.32,8800,,,
ANSI,ABE229C0F8F2486F9E06160F08011EF9,Copper Alloy C69400,,552,276,25,,105000,40000,0.32,8800,,,
ANSI,6ADE5E6F707F4575B7AF265B8F10B6EF,Copper Alloy C70400,,262,276,46,,105000,40000,0.32,8800,,,
ANSI,B0C03D767AB14D0A96F819235CC69899,Copper Alloy C70600,,303,110,42,,105000,40000,0.32,8800,,,
ANSI,3DEA6C378C1C4C13A062CE6431709FF4,Copper Alloy C71000,,338,90,40,,105000,40000,0.32,8800,,,
ANSI,67491C74D59C4C66931130EC631DD42B,Copper Alloy C71500,,372,138,45,,105000,40000,0.32,8800,,,
ANSI,4B12052BDD66497A83A6729EE235114E,Copper Alloy C72200,,317,124,46,,105000,40000,0.32,8800,,,
ANSI,29F6C301BDAD49C0A7E5C5A1D24CAF89,Copper Alloy C72500,,379,152,35,,105000,40000,0.32,8800,,,
ANSI,8F2E56251AEC4837925EE620CE4015BB,Copper Alloy C73500,,345,103,37,,105000,40000,0.32,8800,,,
ANSI,0D43AC38BD784A3FA53E84209FE33EBF,Copper Alloy C74500,,338,124,50,,105000,40000,0.32,8800,,,
ANSI,35DDFB3352474A7EBF817A55D9E09693,Copper Alloy C75200,,386,172,45,,105000,40000,0.32,8800,,,
ANSI,6B563D6EF61948EABB418F61322C2CD3,Copper Alloy C75400,,365,124,43,,105000,40000,0.32,8800,,,
ANSI,372107C8B92645B6A99976CB9DEC7F91,Copper Alloy C75700,,359,124,48,,105000,40000,0.32,8800,,,
ANSI,4EE0B4B7AC00413DBCA17156D942780A,Copper Alloy C76390,,621,586,6,,105000,40000,0.32,8800,,,
ANSI,A8102CA2D64243448C3467CD1535BE27,Copper Alloy C77000,,414,186,40,,105000,40000,0.32,8800,,,
ANSI,6AABCCDBF6E948EAA4B9DB70C0136E5F,Copper Alloy C78200,,365,159,40,,105000,40000,0.32,8800,,,
ANSI,7C00F70F592B49B1A96250ADB31382DA,Aluminum Alloy 201.0,Cast (T7),414,345,3,110,73000,26000,0.33,2700,,,
ANSI,62F81F1848594190A576943A876CD761,Aluminum Alloy 204.0,Cast (T4),310,193,6,,73000,26000,0.33,2700,,,
ANSI,DEA1EF7ABAE740B9B7094F9831A70306,Aluminum Alloy 208.0,Cast (F),131,83,1.5,40,73000,26000,0.33,2700,,,
ANSI,8C8645596B874571ACE68348F1C5C6C7,Aluminum Alloy 242.0,Cast (T61),221,138,,90,73000,26000,0.33,2700,,,
ANSI,1C44918205244C60BCA2F6B74AD23757,Aluminum Alloy 242.0,Cast (T77),165,90,1,60,73000,26000,0.33,2700,,,
ANSI,105AF76EB446402CA701CB939C8F67A4,Aluminum Alloy 295.0,Cast (T4),200,90,6,45,73000,26000,0.33,2700,,,
ANSI,A79B003D7E0942CDB5D3A97058ECBA89,Aluminum Alloy 295.0,Cast (T6),221,138,3,60,73000,26000,0.33,2700,,,
ANSI,468AB518E1D049EBAB344DD014854FED,Aluminum Alloy 295.0,Cast (T62),248,193,,80,73000,26000,0.33,2700,,,
ANSI,D8BE660AE16E47359F3394750A9AA57A,Aluminum Alloy 295.0,Cast (T7),200,110,3,55,73000,26000,0.33,2700,,,
ANSI,3810E1CDDDC64706B51EE3000ABDCDBF,Aluminum Alloy 319.0,Cast (F),159,90,1.5,55,73000,26000,0.33,2700,,,
ANSI,26BF5F98F3AF43DF8331501FE8AC635E,Aluminum Alloy 319.0,Cast (T6),214,138,1.5,65,73000,26000,0.33,2700,,,
ANSI,9CB3C44B0E4A4163B1392F025E0CA172,Aluminum Alloy 328.0,Cast (F),172,97,1,45,73000,26000,0.33,2700,,,
ANSI,8A4A278D33064C189E9B48E0E1EADDB2,Aluminum Alloy 328.0,Cast (T6),234,145,1,65,73000,26000,0.33,2700,,,
ANSI,92D6BAE2EFB5420CB4E01C47BF9E4A23,Aluminum Alloy 355.0,Cast (T51),172,124,,50,73000,26000,0.33,2700,,,
ANSI,6D63602F7A194B078D3336F690923D6F,Aluminum Alloy 355.0,Cast (T6),221,138,2,70,73000,26000,0.33,2700,,,
ANSI,5A299D612BCE4EFE90703F9231970B6F,Aluminum Alloy 355.0,Cast (T71),207,152,,60,73000,26000,0.33,2700,,,
ANSI,B4595D5339254240B2A7195BDCC5715F,Aluminum Alloy C355.0,Cast (T6),248,172,2.5,75,73000,26000,0.33,2700,,,
ANSI,A428051AEB9442DEB854900E61A87C6B,Aluminum Alloy 356.0,Cast (T51),159,110,,45,73000,26000,0.33,2700,,,
ANSI,15B6270B5F4048DC8C9112BF04F765DA,Aluminum Alloy 356.0,Cast (T6),207,138,3,55,73000,26000,0.33,2700,,,
ANSI,CAF0E0DAB69D41FEAA0EE6AD7FBE6737,Aluminum Alloy 356.0,Cast (T7),214,200,,60,73000,26000,0.33,2700,,,
ANSI,17E825F91A6C47CAA9DE0344EADECBDF,Aluminum Alloy 356.0,Cast (T71),172,124,3,45,73000,26000,0.33,2700,,,
ANSI,90FEE72CADA54A4781A00BCF488DF210,Aluminum Alloy A356.0,Cast (T6),234,165,3.5,70,73000,26000,0.33,2700,,,
ANSI,5C6F865A793941F595176AF958C8E54B,Aluminum Alloy 443.0,Cast (F),117,48,3,25,73000,26000,0.33,2700,,,
ANSI,20B9C268B8ED41FBBAC1F4D5E0512FC8,Aluminum Alloy B443.0,Cast (F),117,41,3,25,73000,26000,0.33,2700,,,
ANSI,A5630881BFF54E7ABF6CC4DC8D99EFD5,Aluminum Alloy 512.0,Cast (F),117,69,,35,73000,26000,0.33,2700,,,
ANSI,BF57863D00B24108A999019D819DCB9E,Aluminum Alloy 514.0,Cast (F),152,62,6,35,73000,26000,0.33,2700,,,
ANSI,F39FE00A010D4669AEC56ABFFFE4864E,Aluminum Alloy 520.0,Cast (T4),290,152,12,60,73000,26000,0.33,2700,,,
ANSI,38F18004ECCF466FB38982B1B9B8E0DF,Aluminum Alloy 535.0,Cast (F or T5),241,124,9,60,73000,26000,0.33,2700,,,
ANSI,7BD395E702254018B16EFCB6BECD08C9,Aluminum Alloy 705.0,Cast (F or T5),207,117,5,50,73000,26000,0.33,2700,,,
ANSI,DD6D66E3AD6944819D0B4BCF87BECA66,Aluminum Alloy 707.0,Cast (T5),228,152,2,70,73000,26000,0.33,2700,,,
ANSI,4342454BAE6248AD835592F28160644B,Aluminum Alloy 707.0,Cast (T7),255,207,1,65,73000,26000,0.33,2700,,,
ANSI,61AC82C8D681453091E953E105A78E18,Aluminum Alloy 710.0,Cast (F or T5),221,138,2,60,73000,26000,0.33,2700,,,
ANSI,6C690A1404784BDF9CF6DF36A139D1FC,Aluminum Alloy 712.0,Cast (F or T5),234,172,4,60,73000,26000,0.33,2700,,,
ANSI,EC2C304A5C3C4082A6387A918ABFE8C6,Aluminum Alloy 713.0,Cast (F or T5),221,152,3,60,73000,26000,0.33,2700,,,
ANSI,6B100EE9FEEC471591F9FC761D314C99,Aluminum Alloy 771.0,Cast (T5),290,262,1.5,85,73000,26000,0.33,2700,,,
ANSI,14D1138649394E2EBE602BC61EE4F3DF,Aluminum Alloy 771.0,Cast (T51),221,186,3,70,73000,26000,0.33,2700,,,
ANSI,8302BCDA7D954584B93D3C1963411292,Aluminum Alloy 771.0,Cast (T52),248,207,1.5,70,73000,26000,0.33,2700,,,
ANSI,6B17ACFAE66D45CE8B0692D24C5670CE,Aluminum Alloy 771.0,Cast (T53),248,186,1.5,,73000,26000,0.33,2700,,,
ANSI,6BF21F63D5BA4522A06ED2D49052D6F5,Aluminum Alloy 771.0,Cast (T6),290,241,5,75,73000,26000,0.33,2700,,,
ANSI,062A1B349356469D9AB1628A0455540B,Aluminum Alloy 771.0,Cast (T71),331,310,2,105,73000,26000,0.33,2700,,,
ANSI,005CF44A087645B28B41ADD1F88E43AD,Aluminum Alloy 852.0,Cast (T5),165,124,,45,73000,26000,0.33,2700,,,
ANSI,8AC71DC21EE142328544183CD442AF32,Aluminum Alloy 1060-O,Wrought,69,28,43,19,73000,26000,0.33,2700,,,
ANSI,D57A4923C2374F2D9911E3B898395782,Aluminum Alloy 1060-H12,Wrought,83,76,16,23,73000,26000,0.33,2700,,,
ANSI,BE910EFD1B2F449C83A93E83FFE2A651,Aluminum Alloy 1060-H14,Wrought,97,90,12,26,73000,26000,0.33,2700,,,
ANSI,021FB11DC8F84C6AAF259609335CED54,Aluminum Alloy 1060-H16,Wrought,110,103,8,30,73000,26000,0.33,2700,,,
ANSI,1C3EFE560C8E4DA4AB7C4B603E6804A7,Aluminum Alloy 1060-H18,Wrought,131,124,6,35,73000,26000,0.33,2700,,,
ANSI,99D8301C4CE9454B9E8A2F02B87A3040,Aluminum Alloy 1100-O,Wrought,90,34,35,23,73000,26000,0.33,2700,,,
ANSI,55DB6797F5F442889758AAEFA6A4C4A6,Aluminum Alloy 1100-H12,Wrought,110,103,12,28,73000,26000,0.33,2700,,,
ANSI,CF7A241FE12942AD9BF001BB955544DE,Aluminum Alloy 1100-H14,Wrought,124,117,9,32,73000,26000,0.33,2700,,,
ANSI,66408FE2991746E8A2B0C75725AA50E4,Aluminum Alloy 1100-H16,Wrought,145,138,6,38,73000,26000,0.33,2700,,,
ANSI,02DD38B5C27C4DE7A182C5779E5B8671,Aluminum Alloy 1100-H18,Wrought,165,152,5,44,73000,26000,0.33,2700,,,
ANSI,F781FB361BF04BCB8CDE6E6891F4DB12,Aluminum Alloy 1350-O,Wrought,83,28,,,73000,26000,0.33,2700,,,
ANSI,69AB3225467043BB9422CCCFF8D07476,Aluminum Alloy 1350-H12,Wrought,97,83,,,73000,26000,0.33,2700,,,
ANSI,96726D0423924121A8224F7F1C92C4C1,Aluminum Alloy 1350-H14,Wrought,110,97,,,73000,26000,0.33,2700,,,
ANSI,E602F053B40F4F358F6AD8B76AC34CDA,Aluminum Alloy 1350-H16,Wrought,124,110,,,73000,26000,0.33,2700,,,
ANSI,88089E52A15C43769B8058CDE66A96F8,Aluminum Alloy 1350-H19,Wrought,186,165,,,73000,26000,0.33,2700,,,
ANSI,6BECB8F0CF964FD5A1946049A0FE38B8,Aluminum Alloy 2011-T3,Wrought,379,296,15,95,73000,26000,0.33,2700,,,
ANSI,4D7E38C3239040EA871F8D4A82C6FBB2,Aluminum Alloy 2011-T8,Wrought,407,310,12,100,73000,26000,0.33,2700,,,
ANSI,255EE16C253142B4906D98E663B7E8B4,Aluminum Alloy 2014-O,Wrought,186,97,18,45,73000,26000,0.33,2700,,,
ANSI,AB295509AC7747DCBC5A73BAC049CF88,Aluminum Alloy 2014-T4,Wrought,427,290,20,105,73000,26000,0.33,2700,,,
ANSI,6E3841E7D4EE465BBD7E0306DD6C49F4,Aluminum Alloy 2014-T451,Wrought,427,290,20,105,73000,26000,0.33,2700,,,
ANSI,2B8C530701354B338EFFFB2D0CB94346,Aluminum Alloy 2014-T6,Wrought,483,414,13,135,73000,26000,0.33,2700,,,
ANSI,16F33028BAF843A396FFC901C64AE6A5,Aluminum Alloy 2014-T651,Wrought,483,414,13,135,73000,26000,0.33,2700,,,
ANSI,D9C63E5BF4BC46C187B81D3001F1A2DD,Aluminum Alloy Alclad 2014-O,Wrought,172,69,21,,73000,26000,0.33,2700,,,
ANSI,F9E910B846F2467A9FD07A4BEB721A84,Aluminum Alloy Alclad 2014-T3,Wrought,434,276,20,,73000,26000,0.33,2700,,,
ANSI,5D8DB051900749A7B1ADFBE634FD3A12,Aluminum Alloy Alclad 2014-T4,Wrought,421,255,22,,73000,26000,0.33,2700,,,
ANSI,1A1483C744814748B83F72F80DBB6A15,Aluminum Alloy Alclad 2014-T451,Wrought,421,255,22,,73000,26000,0.33,2700,,,
ANSI,792FAC9AFB8344FFA4A999E0228CF117,Aluminum Alloy Alclad 2014-T6,Wrought,469,414,10,,73000,26000,0.33,2700,,,
ANSI,D67CD9BF622740E690A7D72B9214D496,Aluminum Alloy Alclad 2014-T651,Wrought,469,414,10,,73000,26000,0.33,2700,,,
ANSI,CC9906BDE0FD4AB8995649F616253E13,Aluminum Alloy 2017-O,Wrought,179,69,22,45,73000,26000,0.33,2700,,,
ANSI,4B241E1128CA42378C3C24AAEC2702A9,Aluminum Alloy 2017-T4,Wrought,427,276,22,105,73000,26000,0.33,2700,,,
ANSI,BF96378BC9AA40F299FA59617C0A324D,Aluminum Alloy 2017-T451,Wrought,427,276,22,105,73000,26000,0.33,2700,,,
ANSI,405A6156BC5142B593445A9CC89F8902,Aluminum Alloy 2018-T61,Wrought,421,317,12,120,73000,26000,0.33,2700,,,
